chrom	start	end	rDHS	cCRE_type	gene_id	strand
chr10	22393052	22393402	EH38E4003926	dELS		
chr10	22409604	22409876	EH38E2890539	dELS		
chr10	22410448	22410706	EH38E2890540	dELS		
chr10	22427177	22427462	EH38E2890543	dELS		
chr10	22429763	22430065	EH38E1454473	dELS		
chr10	22430099	22430430	EH38E1454474	dELS		
chr10	22513548	22513743	EH38E2890588	dELS		
chr10	22513841	22514191	EH38E2890589	dELS		
chr10	22598508	22598850	EH38E2890635	dELS		
chr10	22615869	22616217	EH38E2890659	dELS		
chr10	22616218	22616383	EH38E2890660	dELS		
chr10	22623663	22624010	EH38E2890670	dELS		
chr10	22629808	22630147	EH38E2890678	dELS		
chr10	22630154	22630355	EH38E2890679	dELS		
chr10	22630518	22630868	EH38E2890680	dELS		
chr10	22631786	22632089	EH38E1454656	dELS		
chr10	22632126	22632278	EH38E2890682	dELS		
chr10	22666492	22666839	EH38E1454697	dELS		
chr10	22669228	22669530	EH38E2890718	dELS		
chr10	22669585	22669799	EH38E2890719	dELS		
chr10	22669824	22669976	EH38E2890720	dELS		
chr10	22672607	22672923	EH38E2890725	dELS		
chr10	22674294	22674574	EH38E1454709	dELS		
chr10	22681763	22682078	EH38E1454719	dELS		
chr10	22682530	22682880	EH38E1454721	dELS		
chr10	22682913	22683072	EH38E2890734	dELS		
chr10	22683234	22683565	EH38E2890735	dELS		
chr10	22683614	22683768	EH38E2890736	dELS		
chr10	22683778	22684126	EH38E2890737	dELS		
chr10	22684747	22685081	EH38E1454725	dELS		
chr10	22685570	22685816	EH38E4004001	dELS		
chr10	22702414	22702762	EH38E2890753	dELS		
chr10	22710399	22710746	EH38E2890759	dELS		
chr10	22714087	22714298	EH38E2890765	PLS	ENSG00000150867.14	-
chr10	22714421	22714771	EH38E2890766	PLS	ENSG00000150867.14	-
chr10	22720869	22721024	EH38E2890771	dELS		
chr10	22816345	22816691	EH38E2890804	dELS		
chr10	22816951	22817301	EH38E2890805	dELS		
chr10	22817509	22817711	EH38E2890806	dELS		
chr10	22927847	22928192	EH38E1454875	PLS	ENSG00000165309.14	+
chr10	23047371	23047625	EH38E2890885	dELS		
chr10	23047756	23047962	EH38E2890886	dELS		
chr10	23050920	23051241	EH38E1454925	dELS		
chr10	23051852	23052165	EH38E1454926	dELS		
chr10	23052254	23052456	EH38E1454927	dELS		
chr10	23053054	23053362	EH38E1454928	dELS		
chr10	23055176	23055354	EH38E2890888	dELS		
chr10	23055399	23055624	EH38E2890889	dELS		
chr10	23056000	23056167	EH38E1454931	dELS		
chr10	23094937	23095195	EH38E1454962	PLS	ENSG00000286924.1	
chr10	23095317	23095665	EH38E2890908	PLS	ENSG00000148450.13	+
chr10	23438813	23439159	EH38E2891085	PLS	ENSG00000165312.7	+
chr10	23512420	23512764	EH38E1455201	dELS		
chr10	24568078	24568420	EH38E2891483	dELS		
chr10	24568793	24569053	EH38E2891484	dELS		
chr10	24569278	24569628	EH38E1455763	dELS		
chr10	24569818	24570105	EH38E2891485	dELS		
chr10	24570161	24570371	EH38E2891486	dELS		
chr10	24570453	24570665	EH38E2891487	dELS		
chr10	24681717	24681930	EH38E2891523	dELS		
chr10	24723101	24723375	EH38E1455865	PLS	ENSG00000107863.20	-
chr10	24723429	24723592	EH38E2891549	PLS	ENSG00000107863.20	-
chr10	24723608	24723937	EH38E2891550	PLS	ENSG00000107863.20	-
chr10	24873224	24873549	EH38E2891616	dELS		
chr10	24897164	24897349	EH38E2891635	dELS		
chr10	24897384	24897724	EH38E2891636	dELS		
chr10	24901486	24901711	EH38E2891640	dELS		
chr10	24901809	24901976	EH38E2891641	dELS		
chr10	24902030	24902379	EH38E2891642	dELS		
chr10	24902545	24902728	EH38E2891643	dELS		
chr10	24920983	24921269	EH38E1455986	dELS		
chr10	24921392	24921736	EH38E2891653	dELS		
chr10	24928844	24929130	EH38E2891658	dELS		
chr10	24929185	24929532	EH38E1455992	dELS		
chr10	24929919	24930207	EH38E2891659	dELS		
chr10	24930480	24930768	EH38E2891660	dELS		
chr10	24944821	24945107	EH38E2891663	dELS		
chr10	24952193	24952498	EH38E2891668	PLS	ENSG00000285859.1	+
chr10	24952516	24952704	EH38E1456010	PLS	ENSG00000099256.19	-
chr10	24953050	24953319	EH38E4004388	PLS	ENSG00000273107.1	
chr10	24958526	24958731	EH38E1456019	dELS		
chr10	24958830	24959179	EH38E1456020	dELS		
chr10	24959186	24959357	EH38E1456021	dELS		
chr10	24988786	24989127	EH38E1456041	dELS		
chr10	24989133	24989481	EH38E2891689	dELS		
chr10	25016050	25016314	EH38E2891695	PLS	ENSG00000151023.17	-
chr10	25016374	25016724	EH38E1456050	PLS	ENSG00000185875.13	+
chr10	25047953	25048302	EH38E1456069	dELS		
chr10	25048507	25048848	EH38E2891708	dELS		
chr10	25060012	25060360	EH38E2891712	dELS		
chr10	25062125	25062338	EH38E2891715	PLS	ENSG00000151023.17	-
chr10	25174533	25174833	EH38E2891750	PLS	ENSG00000151025.11	+
chr10	25174849	25175011	EH38E2891751	PLS	ENSG00000151025.11	+
chr10	25465573	25465923	EH38E4004502	dELS		
chr10	25465954	25466300	EH38E2891781	dELS		
chr10	25493123	25493468	EH38E1456201	dELS		
chr10	26665459	26665804	EH38E1456676	dELS		
chr10	26665841	26666049	EH38E2892119	dELS		
chr10	26697024	26697372	EH38E2892140	PLS	ENSG00000227932.2	
chr10	26697373	26697525	EH38E4004733	PLS	ENSG00000227932.2	
chr10	26697580	26697926	EH38E4004734	PLS	ENSG00000148459.16	+
chr10	26697580	26697926	EH38E4004734	PLS	ENSG00000279212.1	-
chr10	26810472	26810749	EH38E1456782	dELS		
chr10	26860917	26861266	EH38E2892232	PLS	ENSG00000136754.18	-
chr10	27100347	27100692	EH38E2892286	PLS	ENSG00000107890.17	-
chr10	27154269	27154618	EH38E2892302	PLS	ENSG00000136758.20	
chr10	27154733	27155041	EH38E2892303	PLS	ENSG00000120539.15	+
chr10	27155070	27155416	EH38E2892304	PLS	ENSG00000120539.15	+
chr10	27155070	27155416	EH38E2892304	PLS	ENSG00000136758.20	
chr10	27240388	27240736	EH38E2892332	PLS	ENSG00000107897.20	-
chr10	27240738	27240902	EH38E2892333	PLS	ENSG00000107897.20	-
chr10	27241703	27241952	EH38E2892336	PLS	ENSG00000107897.20	-
chr10	27242028	27242371	EH38E1456958	PLS	ENSG00000107897.20	-
chr10	27242901	27243219	EH38E2892337	PLS	ENSG00000107897.20	-
chr10	27242901	27243219	EH38E2892337	PLS	ENSG00000262412.1	
chr10	27504024	27504373	EH38E2892435	PLS	ENSG00000099246.18	
chr10	27504382	27504605	EH38E1457065	PLS	ENSG00000099246.18	
chr10	27525849	27526197	EH38E1457080	dELS		
chr10	27526326	27526606	EH38E2892451	dELS		
chr10	27528504	27528705	EH38E2892454	dELS		
chr10	27529390	27529633	EH38E2892456	dELS		
chr10	28302961	28303311	EH38E1457472	PLS	ENSG00000150054.19	-
chr10	28302961	28303311	EH38E1457472	PLS	ENSG00000282996.1	+
chr10	28502311	28502614	EH38E4005053	dELS		
chr10	28532344	28532503	EH38E1457613	PLS	ENSG00000095787.24	
chr10	28532344	28532503	EH38E1457613	PLS	ENSG00000254635.6	
chr10	28532617	28532879	EH38E4005060	PLS	ENSG00000095787.24	
chr10	28532918	28533263	EH38E2892816	PLS	ENSG00000095787.24	
chr10	28533372	28533547	EH38E4005061	PLS	ENSG00000095787.24	
chr10	28533574	28533896	EH38E2892818	PLS	ENSG00000095787.24	
chr10	28533920	28534159	EH38E2892819	PLS	ENSG00000095787.24	
chr10	28677237	28677581	EH38E1457710	PLS	ENSG00000095739.11	+
chr10	28732209	28732390	EH38E2892924	dELS		
chr10	28735038	28735388	EH38E2892926	dELS		
chr10	28808257	28808482	EH38E1457804	dELS		
chr10	28808709	28809053	EH38E4005100	dELS		
chr10	28809139	28809300	EH38E2892964	dELS		
chr10	28810140	28810343	EH38E1457809	dELS		
chr10	28810410	28810759	EH38E2892966	dELS		
chr10	28821916	28822166	EH38E2892973	dELS		
chr10	28822319	28822494	EH38E2892974	dELS		
chr10	28822769	28823049	EH38E2892975	dELS		
chr10	28823159	28823389	EH38E2892976	dELS		
chr10	28823562	28823900	EH38E1457823	dELS		
chr10	28826315	28826612	EH38E2892978	dELS		
chr10	28839011	28839240	EH38E2892982	dELS		
chr10	28839360	28839525	EH38E1457830	dELS		
chr10	28839686	28840035	EH38E1457831	dELS		
chr10	28939385	28939724	EH38E1457896	dELS		
chr10	28939820	28940170	EH38E2893024	dELS		
chr10	28984457	28984806	EH38E2893046	dELS		
chr10	28985591	28985941	EH38E2893048	dELS		
chr10	28986392	28986741	EH38E1457922	dELS		
chr10	28986999	28987164	EH38E2893050	dELS		
chr10	29132002	29132314	EH38E2893111	dELS		
chr10	29132367	29132554	EH38E2893112	dELS		
chr10	29409254	29409409	EH38E2893237	PLS	ENSG00000224597.11	
chr10	29409254	29409409	EH38E2893237	PLS	ENSG00000287402.1	
chr10	29409488	29409665	EH38E4005254	PLS	ENSG00000224597.11	
chr10	30152014	30152363	EH38E2893728	dELS		
chr10	30190865	30191208	EH38E2893745	dELS		
chr10	30349037	30349201	EH38E2893791	PLS	ENSG00000107951.15	-
chr10	30349203	30349502	EH38E2893792	PLS	ENSG00000107951.15	-
chr10	30359358	30359699	EH38E2893800	dELS		
chr10	30359776	30359926	EH38E2893801	dELS		
chr10	30359950	30360203	EH38E2893802	dELS		
chr10	30418370	30418532	EH38E2893828	dELS		
chr10	30418709	30418931	EH38E2893829	dELS		
chr10	30431439	30431757	EH38E1459018	dELS		
chr10	30433802	30434150	EH38E1459022	PLS	ENSG00000107968.10	+
chr10	30434173	30434405	EH38E2893849	PLS	ENSG00000107968.10	+
chr10	30436153	30436500	EH38E1459027	dELS		
chr10	30493542	30493885	EH38E1459081	dELS		
chr10	30493892	30494143	EH38E1459082	dELS		
chr10	30494148	30494498	EH38E1459083	dELS		
chr10	30502272	30502613	EH38E1459093	dELS		
chr10	30503887	30504226	EH38E2893892	dELS		
chr10	30542465	30542815	EH38E2893925	dELS		
chr10	30551616	30551785	EH38E2893934	dELS		
chr10	30552241	30552517	EH38E2893935	dELS		
chr10	30583681	30584028	EH38E2893958	dELS		
chr10	30584131	30584334	EH38E1459169	dELS		
chr10	30584373	30584549	EH38E2893959	dELS		
chr10	31031564	31031777	EH38E2894216	PLS	ENSG00000183621.15	-
chr10	31031782	31032119	EH38E2894217	PLS	ENSG00000183621.15	-
chr10	31133721	31134064	EH38E1459649	dELS		
chr10	31134072	31134236	EH38E2894270	dELS		
chr10	31278579	31278927	EH38E1459720	dELS		
chr10	31318638	31318842	EH38E2894331	PLS	ENSG00000237036.6	
chr10	31318920	31319269	EH38E4005603	PLS	ENSG00000148516.23	+
chr10	31318920	31319269	EH38E4005603	PLS	ENSG00000237036.6	
chr10	31320214	31320543	EH38E2894336	PLS	ENSG00000237036.6	
chr10	31603439	31603788	EH38E4005649	PLS	ENSG00000223834.5	
chr10	31603791	31603964	EH38E4005650	PLS	ENSG00000223834.5	
chr10	31760108	31760457	EH38E4005675	PLS	ENSG00000289412.1	
chr10	31928693	31929038	EH38E2894556	PLS	ENSG00000165322.18	-
chr10	31947278	31947500	EH38E2894570	dELS		
chr10	31947582	31947932	EH38E1460110	dELS		
chr10	31952053	31952209	EH38E2894573	dELS		
chr10	31972554	31972901	EH38E2894584	dELS		
chr10	31974595	31974783	EH38E1460128	dELS		
chr10	31977401	31977746	EH38E2894586	dELS		
chr10	32054130	32054468	EH38E2894616	dELS		
chr10	32056274	32056624	EH38E2894623	PLS	ENSG00000170759.11	-
chr10	32056663	32056864	EH38E1460177	PLS	ENSG00000206660.1	+
chr10	32139406	32139731	EH38E2894651	dELS		
chr10	32139747	32139934	EH38E2894652	dELS		
chr10	32332283	32332632	EH38E1460334	dELS		
chr10	32346190	32346540	EH38E1460347	PLS	ENSG00000233825.1	+
chr10	32346554	32346788	EH38E4005794	PLS	ENSG00000233825.1	+
chr10	32347047	32347394	EH38E1460350	PLS	ENSG00000120616.16	-
chr10	32347460	32347612	EH38E2894750	PLS	ENSG00000229327.1	+
chr10	32378698	32379047	EH38E2894776	PLS	ENSG00000120616.16	-
chr10	32415063	32415246	EH38E2894791	dELS		
chr10	32445960	32446307	EH38E2894798	PLS	ENSG00000216937.14	+
chr10	32445960	32446307	EH38E2894798	PLS	ENSG00000286409.2	
chr10	32501945	32502290	EH38E2894810	dELS		
chr10	32938597	32938791	EH38E2894846	dELS		
chr10	32948486	32948833	EH38E2894859	dELS		
chr10	32950841	32951042	EH38E2894862	dELS		
chr10	32957211	32957394	EH38E2894875	PLS	ENSG00000150093.20	-
chr10	32957444	32957718	EH38E2894876	PLS	ENSG00000150093.20	-
chr10	32957727	32957903	EH38E2894877	PLS	ENSG00000150093.20	-
chr10	32957944	32958107	EH38E2894878	PLS	ENSG00000150093.20	-
chr10	32958221	32958569	EH38E1460532	PLS	ENSG00000150093.20	-
chr10	32958221	32958569	EH38E1460532	PLS	ENSG00000229656.8	
chr10	32958789	32958999	EH38E1460533	PLS	ENSG00000229656.8	
chr10	32961951	32962299	EH38E2894885	dELS		
chr10	32962550	32962900	EH38E1460542	dELS		
chr10	32971489	32971689	EH38E2894889	dELS		
chr10	32971698	32972028	EH38E1460548	dELS		
chr10	32972101	32972349	EH38E2894890	dELS		
chr10	32972516	32972849	EH38E1460550	dELS		
chr10	32972989	32973326	EH38E1460551	dELS		
chr10	33050026	33050276	EH38E2894940	dELS		
chr10	34758389	34758739	EH38E2895690	dELS		
chr10	34764494	34764653	EH38E2895694	dELS		
chr10	34764655	34764981	EH38E2895695	dELS		
chr10	34815182	34815531	EH38E2895730	PLS	ENSG00000148498.17	-
chr10	35042879	35043200	EH38E1462089	dELS		
chr10	35063869	35064070	EH38E2895847	dELS		
chr10	35089967	35090117	EH38E2895853	PLS	ENSG00000108094.17	-
chr10	35090328	35090678	EH38E2895854	PLS	ENSG00000108094.17	-
chr10	35126442	35126637	EH38E2895865	PLS	ENSG00000230534.6	-
chr10	35126677	35126976	EH38E2895866	PLS	ENSG00000095794.20	
chr10	35126980	35127235	EH38E2895867	PLS	ENSG00000095794.20	
chr10	35126980	35127235	EH38E2895867	PLS	ENSG00000230534.6	-
chr10	35127536	35127784	EH38E2895868	PLS	ENSG00000095794.20	
chr10	35191557	35191907	EH38E2895899	dELS		
chr10	35195780	35196130	EH38E1462179	PLS	ENSG00000095794.20	
chr10	35332120	35332469	EH38E1462263	dELS		
chr10	35336123	35336324	EH38E2895966	PLS	ENSG00000271335.6	
chr10	35336351	35336600	EH38E2895967	PLS	ENSG00000108100.18	+
chr10	35336351	35336600	EH38E2895967	PLS	ENSG00000271335.6	
chr10	35336605	35336808	EH38E2895968	PLS	ENSG00000108100.18	+
chr10	35336845	35337053	EH38E2895969	PLS	ENSG00000108100.18	+
chr10	35368730	35369045	EH38E2895999	dELS		
chr10	35377397	35377692	EH38E1462311	dELS		
chr10	35378511	35378856	EH38E2896003	dELS		
chr10	35379350	35379699	EH38E1462313	dELS		
chr10	35379797	35380009	EH38E1462314	dELS		
chr10	35380678	35380910	EH38E2896004	dELS		
chr10	35384462	35384809	EH38E1462318	dELS		
chr10	35386553	35386738	EH38E2896011	dELS		
chr10	35386797	35387138	EH38E2896012	dELS		
chr10	35387800	35388150	EH38E1462322	dELS		
chr10	35391292	35391546	EH38E2896014	dELS		
chr10	35391724	35391921	EH38E2896015	dELS		
chr10	35392592	35392804	EH38E2896016	dELS		
chr10	35398959	35399282	EH38E2896022	dELS		
chr10	35399353	35399592	EH38E2896023	dELS		
chr10	35399618	35399943	EH38E1462338	dELS		
chr10	35399944	35400205	EH38E2896024	dELS		
chr10	35412934	35413129	EH38E1462349	dELS		
chr10	35413157	35413471	EH38E2896033	dELS		
chr10	35414099	35414254	EH38E2896035	dELS		
chr10	35414313	35414657	EH38E2896036	dELS		
chr10	35447673	35448022	EH38E1462386	dELS		
chr10	35448156	35448501	EH38E2896066	dELS		
chr10	35449332	35449665	EH38E2896069	dELS		
chr10	35451137	35451371	EH38E1462394	dELS		
chr10	35451384	35451686	EH38E2896072	dELS		
chr10	35465710	35466006	EH38E1462415	dELS		
chr10	35466220	35466541	EH38E2896088	dELS		
chr10	35492923	35493124	EH38E2896100	dELS		
chr10	35533598	35533904	EH38E2896123	dELS		
chr10	35640920	35641268	EH38E1462553	PLS	ENSG00000284265.1	-
chr10	35640920	35641268	EH38E1462553	PLS	ENSG00000287528.1	
chr10	35642130	35642479	EH38E1462557	PLS	ENSG00000177283.8	-
chr10	37857095	37857305	EH38E1463234	PLS	ENSG00000198105.16	-
chr10	37857318	37857519	EH38E1463235	PLS	ENSG00000198105.16	-
chr10	37857537	37857887	EH38E1463236	PLS	ENSG00000198105.16	-
chr10	37857537	37857887	EH38E1463236	PLS	ENSG00000236514.1	+
chr10	37857938	37858234	EH38E1463237	PLS	ENSG00000198105.16	-
chr10	37871664	37871877	EH38E2896664	dELS		
chr10	37871930	37872215	EH38E2896665	dELS		
chr10	37976424	37976701	EH38E1463260	PLS	ENSG00000175395.16	-
chr10	37976716	37976920	EH38E2896676	PLS	ENSG00000226447.1	
chr10	38003025	38003372	EH38E2896682	dELS		
chr10	38003646	38003863	EH38E2896683	dELS		
chr10	38010486	38010836	EH38E2896688	PLS	ENSG00000189180.16	+
chr10	38094113	38094463	EH38E2896707	PLS	ENSG00000075407.19	+
chr10	38094113	38094463	EH38E2896707	PLS	ENSG00000283930.1	+
chr10	38402477	38402682	EH38E2896742	PLS	ENSG00000120555.14	
chr10	38402792	38403054	EH38E1463329	PLS	ENSG00000120555.14	
chr10	38403082	38403311	EH38E2896743	PLS	ENSG00000276805.2	
chr10	42367918	42368268	EH38E1463453	PLS	ENSG00000215146.5	
chr10	42475150	42475351	EH38E2896795	PLS	ENSG00000182632.15	
chr10	42475355	42475705	EH38E2896796	PLS	ENSG00000185904.12	
chr10	42552706	42553056	EH38E2896808	PLS	ENSG00000234420.8	
chr10	42638059	42638408	EH38E1463503	PLS	ENSG00000285884.2	
chr10	42638447	42638698	EH38E2896833	PLS	ENSG00000196693.15	-
chr10	42644523	42644771	EH38E2896838	dELS		
chr10	42645116	42645462	EH38E2896839	dELS		
chr10	42645615	42645819	EH38E1463511	dELS		
chr10	42645964	42646143	EH38E2896840	dELS		
chr10	42646195	42646421	EH38E2896841	dELS		
chr10	42646702	42647051	EH38E1463515	dELS		
chr10	42647116	42647462	EH38E2896842	dELS		
chr10	42654518	42654812	EH38E2896844	dELS		
chr10	42654931	42655281	EH38E4007023	dELS		
chr10	42782483	42782827	EH38E1463553	PLS	ENSG00000165733.8	+
chr10	43138255	43138603	EH38E2897107	PLS	ENSG00000169826.8	+
chr10	43138255	43138603	EH38E2897107	PLS	ENSG00000273008.1	
chr10	43202221	43202502	EH38E2897155	dELS		
chr10	43202566	43202716	EH38E4007198	dELS		
chr10	43202783	43203128	EH38E4007199	dELS		
chr10	43203152	43203434	EH38E4007200	dELS		
chr10	43203559	43203721	EH38E4007201	dELS		
chr10	43203726	43204069	EH38E4007202	dELS		
chr10	43204137	43204293	EH38E4007203	dELS		
chr10	43389959	43390171	EH38E2897374	dELS		
chr10	43390172	43390491	EH38E1463954	dELS		
chr10	43390777	43391047	EH38E2897375	dELS		
chr10	43396733	43397039	EH38E1463965	PLS	ENSG00000169813.17	-
chr10	43397168	43397514	EH38E1463966	PLS	ENSG00000169813.17	-
chr10	43399461	43399810	EH38E1463972	dELS		
chr10	43399903	43400241	EH38E2897383	dELS		
chr10	43401719	43402044	EH38E4007270	dELS		
chr10	43403906	43404211	EH38E4007272	dELS		
chr10	43404679	43405011	EH38E2897386	dELS		
chr10	43405356	43405572	EH38E2897387	dELS		
chr10	43407687	43408021	EH38E2897391	PLS	ENSG00000169813.17	-
chr10	43408823	43409052	EH38E1463992	PLS	ENSG00000169813.17	-
chr10	43409058	43409408	EH38E1463993	PLS	ENSG00000169813.17	-
chr10	43420680	43420830	EH38E1464005	PLS	ENSG00000230555.2	
chr10	43423383	43423685	EH38E2897407	dELS		
chr10	43436703	43436919	EH38E1464018	PLS	ENSG00000243660.12	+
chr10	43436923	43437240	EH38E1464019	PLS	ENSG00000243660.12	+
chr10	43454751	43455101	EH38E2897428	dELS		
chr10	43455103	43455259	EH38E2897429	dELS		
chr10	43455538	43455888	EH38E1464036	dELS		
chr10	43574407	43574743	EH38E1464055	PLS	ENSG00000196793.14	-
chr10	43606328	43606563	EH38E2897458	PLS	ENSG00000198298.13	+
chr10	43648687	43649037	EH38E2897472	PLS	ENSG00000169740.14	-
chr10	44233604	44233949	EH38E2897751	dELS		
chr10	44234180	44234437	EH38E4007456	dELS		
chr10	44249484	44249817	EH38E2897760	dELS		
chr10	44478015	44478365	EH38E1464596	dELS		
chr10	44788888	44789215	EH38E2897973	dELS		
chr10	44913360	44913551	EH38E2898056	dELS		
chr10	44913573	44913916	EH38E2898057	dELS		
chr10	44913918	44914123	EH38E2898058	dELS		
chr10	44959130	44959424	EH38E2898098	PLS	ENSG00000273363.1	
chr10	44959475	44959810	EH38E2898099	PLS	ENSG00000107551.21	+
chr10	44959475	44959810	EH38E2898099	PLS	ENSG00000224812.4	
chr10	44959811	44960049	EH38E2898100	PLS	ENSG00000107551.21	+
chr10	44974532	44974876	EH38E2898130	dELS		
chr10	44974970	44975269	EH38E2898131	dELS		
chr10	45000668	45001018	EH38E2898175	PLS	ENSG00000165511.6	
chr10	45000668	45001018	EH38E2898175	PLS	ENSG00000165512.5	+
chr10	45175374	45175712	EH38E2898208	dELS		
chr10	45175868	45176217	EH38E2898209	dELS		
chr10	45262028	45262321	EH38E2898230	dELS		
chr10	45278889	45279239	EH38E1465037	dELS		
chr10	45280131	45280478	EH38E2898232	dELS		
chr10	45373982	45374329	EH38E2898255	PLS	ENSG00000012779.12	+
chr10	45408990	45409338	EH38E2898273	dELS		
chr10	45409730	45409982	EH38E2898274	dELS		
chr10	45410426	45410654	EH38E2898276	dELS		
chr10	45410877	45411166	EH38E2898277	dELS		
chr10	45469989	45470171	EH38E2898347	dELS		
chr10	45470298	45470557	EH38E2898348	dELS		
chr10	45470566	45470916	EH38E1465176	dELS		
chr10	45471004	45471343	EH38E2898349	dELS		
chr10	45471964	45472304	EH38E1465179	dELS		
chr10	45580372	45580646	EH38E2898389	dELS		
chr10	45580817	45581164	EH38E2898390	dELS		
chr10	45581310	45581461	EH38E2898391	dELS		
chr10	45581524	45581865	EH38E2898392	dELS		
chr10	45594738	45595088	EH38E2898404	PLS	ENSG00000165406.16	-
chr10	45672618	45672967	EH38E1465282	PLS	ENSG00000172671.20	-
chr10	45727000	45727348	EH38E2898441	PLS	ENSG00000172661.20	+
chr10	45727000	45727348	EH38E2898441	PLS	ENSG00000237840.6	
chr10	45972271	45972621	EH38E2898469	PLS	ENSG00000239883.9	
chr10	45972271	45972621	EH38E2898469	PLS	ENSG00000265354.4	+
chr10	46000688	46000845	EH38E1465329	dELS		
chr10	46001317	46001665	EH38E2898479	dELS		
chr10	46001750	46002100	EH38E4007846	dELS		
chr10	46023321	46023663	EH38E1465368	PLS	ENSG00000266412.6	-
chr10	46030303	46030482	EH38E2898503	PLS	ENSG00000266412.6	-
chr10	46030500	46030849	EH38E2898504	PLS	ENSG00000266412.6	-
chr10	46217453	46217780	EH38E2898563	dELS		
chr10	46284328	46284504	EH38E2898620	dELS		
chr10	46284529	46284877	EH38E4007912	dELS		
chr10	46786695	46787038	EH38E2898831	PLS	ENSG00000265366.6	
chr10	47326398	47326570	EH38E2899053	dELS		
chr10	47326800	47327144	EH38E1465891	dELS		
chr10	47336450	47336794	EH38E2899059	dELS		
chr10	47337423	47337771	EH38E2899060	dELS		
chr10	47384011	47384171	EH38E2899109	PLS	ENSG00000265763.4	-
chr10	47384246	47384592	EH38E1465935	PLS	ENSG00000265763.4	-
chr10	47406829	47407176	EH38E2899126	dELS		
chr10	47407214	47407387	EH38E2899127	dELS		
chr10	47407456	47407623	EH38E2899128	dELS		
chr10	47553344	47553679	EH38E2899174	PLS	ENSG00000254929.6	-
chr10	48306277	48306627	EH38E1466099	PLS	ENSG00000107643.17	+
chr10	48306808	48307081	EH38E4008269	PLS	ENSG00000107643.17	+
chr10	48406207	48406557	EH38E2899310	dELS		
chr10	48430481	48430678	EH38E2899317	dELS		
chr10	48430726	48430905	EH38E2899318	dELS		
chr10	48431958	48432228	EH38E2899319	dELS		
chr10	48456431	48456781	EH38E2899357	dELS		
chr10	48456824	48457021	EH38E2899358	dELS		
chr10	48457457	48457608	EH38E4008305	dELS		
